Site,Specimen,Species,Sex,Mass ,Length,Chironomid,limonia,Simulium,Tabanidae,Tipula,Diptera,Baetis ,Heptagenia,Isonychia,Chimarra,Hydropsyche,Agnetina,Neoperla,Crambidae,Amphipoda,Eggs,Isopoda,Ostracods,Mites
GH14-004,SM24,E.spectabile,M,1.1,4.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
GH14-004,SM26,E.spectabile,M,0.54,3.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
GH14-004,SF1,E.spectabile,F,2,5.5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
GH14-004,SF2,E.spectabile,F,3.5,6.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GH14-004,SF3,E.spectabile,F,2.89,6.8,11,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0
GH14-004,SF4,E.spectabile,F,1.15,4.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GH14-004,SF5,E.spectabile,F,2.83,6.2,6,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0
GH14-004,SF6,E.spectabile,F,2.9,6.4,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GH14-004,SF7,E.spectabile,F,3.38,6.7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH14-004,SF8,E.spectabile,F,1.65,5.2,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GH14-004,SF9,E.spectabile,F,2.42,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GH14-004,SF10,E.spectabile,F,0.89,4.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GH14-004,SF12,E.spectabile,F,1.07,4.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH14-004,SF13,E.spectabile,F,1.5,5.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GH14-004,SF15,E.spectabile,F,0.95,4.4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
GH14-004,SF16,E.spectabile,F,0.81,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GH14-004,SF17,E.spectabile,F,0.69,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GH14-004,SF18,E.spectabile,F,0.71,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
GH14-004,SF19,E.spectabile,F,0.78,4.3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
GH14-005,SM1,E.spectabile,M,1.69,5.4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH14-005,SM2,E.spectabile,M,2.2,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GH14-005,SM3,E.spectabile,M,1.63,5.2,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GH14-005,SM8,E.spectabile,M,1.48,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
GH14-005,SM9,E.spectabile,M,2.05,5.5,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
GH14-005,SM10,E.spectabile,M,2.71,6.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
GH14-005,SM11,E.spectabile,M,1.53,5.3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH14-005,SM12,E.spectabile,M,1.57,5.5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH14-005,SM14,E.spectabile,M,1.79,5.4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH14-005,SF1,E.spectabile,F,2.4,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
GH14-005,SF2,E.spectabile,F,1.63,5.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GH14-005,SF4,E.spectabile,F,1.78,5.9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GH14-005,SF5,E.spectabile,F,1.85,5.6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
GH14-005,SF6,E.spectabile,F,1.88,5.6,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GH14-005,SF7,E.spectabile,F,1.64,5.3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH14-005,SF8,E.spectabile,F,1.8,5.7,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
GH14-005,SF9,E.spectabile,F,1.51,5.3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GH14-005,SF10,E.spectabile,F,1.8,5.4,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
GH14-005,SF11,E.spectabile,F,2.42,5.9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
GH14-005,SF12,E.spectabile,F,2.15,6.3,22,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
GH14-005,SF13,E.spectabile,F,1.46,5.3,59,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0
GH14-006,SM1,E.spectabile,M,3.62,7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH14-006,SM2,E.spectabile,M,4.3,7,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
GH14-006,SM3,E.spectabile,M,1.71,5.4,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH14-006,SM4,E.spectabile,M,5.09,7.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GH14-006,SM5,E.spectabile,M,4.98,7.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH14-006,SM7,E.spectabile,M,2.68,6.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GH14-006,SM9,E.spectabile,M,1.86,5.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH14-006,SM10,E.spectabile,M,3.85,6.8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH14-006,SM11,E.spectabile,M,1.08,4.9,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
GH14-006,SM12,E.spectabile,M,2.98,6.4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH14-006,SM13,E.spectabile,M,2.55,6.1,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
GH14-006,SM14,E.spectabile,M,1.33,4.9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH14-006,SM15,E.spectabile,M,1,4.5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH14-006,SM16,E.spectabile,M,0.8,4.3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH14-006,SM17,E.spectabile,M,0.97,4.5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH14-006,SM18,E.spectabile,M,0.65,4.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH14-006,SF1,E.spectabile,F,3.72,6.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH14-006,SF2,E.spectabile,F,1.99,5.6,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GH14-006,SF3,E.spectabile,F,1.43,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GH14-006,SF4,E.spectabile,F,2.59,6.2,14,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
GH14-006,SF5,E.spectabile,F,2.23,5.8,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
GH14-006,SF6,E.spectabile,F,2.91,6.2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH14-006,SF7,E.spectabile,F,3.12,6.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GH14-006,SF8,E.spectabile,F,1.92,5.7,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GH14-006,SF9,E.spectabile,F,2.26,6.1,46,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
GH14-006,SF10,E.spectabile,F,0.98,4.4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH14-006,SF11,E.spectabile,F,2.64,6.1,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GH14-006,SF12,E.spectabile,F,2.45,5.8,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GH14-006,SF13,E.spectabile,F,3.01,6.1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH14-006,SF14,E.spectabile,F,1.49,5.1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
GH14-007,SM1,E.spectabile,M,0.69,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH14-007,SM2,E.spectabile,M,1.36,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH14-007,SM3,E.spectabile,M,1.07,4.6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GH14-007,SM4,E.spectabile,M,1.48,5.2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
GH14-007,SM6,E.spectabile,M,1.05,4.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GH14-007,SM7,E.spectabile,M,1.12,4.7,4,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0
GH14-007,SM8,E.spectabile,M,0.86,4.4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH14-007,SM9,E.spectabile,M,1.62,5.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
GH14-007,SM10,E.spectabile,M,1.24,4.8,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH14-007,SM11,E.spectabile,M,0.68,4.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH14-007,SM12,E.spectabile,M,0.99,4.6,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GH14-007,SM13,E.spectabile,M,1.04,4.4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH14-007,SM14,E.spectabile,M,0.8,4.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GH14-007,SM15,E.spectabile,M,0.8,4.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
GH14-007,SM16,E.spectabile,M,1.17,4.8,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
GH14-007,SM17,E.spectabile,M,0.81,4.4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GH14-007,SM18,E.spectabile,M,0.57,3.9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH14-007,SM19,E.spectabile,M,0.85,4.3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
GH14-007,SM20,E.spectabile,M,0.77,4.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH14-007,SF1,E.spectabile,F,0.58,3.8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH14-007,SF2,E.spectabile,F,1.03,4.5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH14-007,SF4,E.spectabile,F,1.17,4.6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH14-007,SF5,E.spectabile,F,2.64,5.8,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH14-007,SF6,E.spectabile,F,0.86,4.1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
GH14-007,SF7,E.spectabile,F,0.82,4.2,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GH14-007,SF8,E.spectabile,F,1.5,5,54,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
GH14-007,SF9,E.spectabile,F,0.68,3.9,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
GH14-007,SF10,E.spectabile,F,0.67,4.9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH14-007,SF11,E.spectabile,F,1.42,4.4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH14-007,SF12,E.spectabile,F,0.97,4.1,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
GH14-007,SF13,E.spectabile,F,0.12,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GH14-007,SF14,E.spectabile,F,0.83,4.1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH14-007,SF15,E.spectabile,F,1.2,4.7,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
GH14-007,SF16,E.spectabile,F,1.25,4.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GH14-007,SF17,E.spectabile,F,0.65,4.1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GH14-007,SF18,E.spectabile,F,0.76,4.3,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GH14-007,SF19,E.spectabile,F,2.95,6.9,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GH14-007,SF20,E.spectabile,F,2.94,4.3,56,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0
GH14-011,SM1,E.spectabile,M,1.06,5.1,3,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
GH14-011,SM2,E.spectabile,M,0.38,3.9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
GH14-011,SM3,E.spectabile,M,0.58,4.2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
GH14-011,SM4,E.spectabile,M,0.59,4.2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
GH14-011,SM5,E.spectabile,M,0.36,3.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GH14-011,SM6,E.spectabile,M,0.44,3.9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH14-011,SM7,E.spectabile,M,0.45,3.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GH14-011,SF1,E.spectabile,F,0.62,4.1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
GH14-012,SM1,E.spectabile,M,0.68,4.1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
GH14-012,SM3,E.spectabile,M,0.99,4.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH14-012,SM4,E.spectabile,M,0.44,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH14-012,SM5,E.spectabile,M,0.5,4.2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
GH14-012,SM7,E.spectabile,M,0.78,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GH14-012,SM8,E.spectabile,M,0.63,4.2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
GH14-012,SM9,E.spectabile,M,0.42,3.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH14-012,SM10,E.spectabile,M,0.35,3.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GH14-012,SF5,E.spectabile,F,0.33,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GH14-012,SF6,E.spectabile,F,0.35,1.8,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GH14-012,SF7,E.spectabile,F,0.38,1.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GH14-016,SM1,E.spectabile,M,0.76,4.3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
GH14-016,SM5,E.spectabile,M,0.62,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GH14-016,SM6,E.spectabile,M,1.14,4.9,2,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0
GH14-016,SM7,E.spectabile,M,0.81,4.5,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
GH14-016,SM8,E.spectabile,M,1.14,4.8,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
GH14-016,SM9,E.spectabile,M,0.55,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH14-016,SM10,E.spectabile,M,0.73,4.4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GH14-016,SM11,E.spectabile,M,0.85,4.5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GH14-016,SM12,E.spectabile,M,0.48,3.7,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GH14-016,SM14,E.spectabile,M,0.92,4.6,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
GH14-016,SM16,E.spectabile,M,1.03,4.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GH14-016,SM18,E.spectabile,M,0.39,1.6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH14-016,SF1,E.spectabile,F,0.86,4.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GH14-016,SF2,E.spectabile,F,0.48,3.8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH14-016,SF7,E.spectabile,F,0.48,4,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
GH14-016,SF9,E.spectabile,F,0.71,4.4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
GH14-016,SF10,E.spectabile,F,0.48,3.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH14-016,SF12,E.spectabile,F,0.44,3.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH14-016,SF13,E.spectabile,F,0.45,3.8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH14-016,SF15,E.spectabile,F,0.41,3.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH14-016,SF16,E.spectabile,F,0.46,3.9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH14-016,SF17,E.spectabile,F,1.12,5.2,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
GH14-016,SF18,E.spectabile,F,0.51,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
